State,Account.Length,Area.Code,Phone,Int.l.Plan,VMail.Plan,VMail.Message,Day.Mins,Day.Calls,Day.Charge,Night.Calls,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn
LA,62,415,385-1423,no,no,0,186.8,94,31.76,98,8.8,4,2.38,3,no
NM,84,408,419-9713,no,yes,41,153.9,102,26.16,101,12.8,5,3.46,1,no
AZ,144,510,346-7795,yes,no,0,203.5,100,34.6,94,11.9,11,3.21,0,no
NC,88,408,414-4037,no,yes,27,93.4,106,15.88,104,10.9,1,2.94,1,no
UT,71,415,367-3220,no,no,0,278.9,110,47.41,84,11.7,7,3.16,0,yes
AR,33,415,411-8956,yes,no,0,164,99,27.88,104,6.4,4,1.73,0,no
KS,92,408,386-4170,yes,no,0,62.6,111,10.64,80,10.4,2,2.81,1,yes
VT,93,510,338-7709,no,yes,32,218.7,117,37.18,85,9.4,5,2.54,2,no
MS,68,415,375-3668,no,yes,34,160,72,27.2,101,6.1,10,1.65,1,no
OR,161,415,362-4685,no,no,0,178.1,109,30.28,78,8.5,2,2.3,1,no
MN,101,415,361-9923,no,no,0,183.9,115,31.26,145,10.8,11,2.92,1,no
NH,146,510,345-2319,no,no,0,115.6,77,19.65,72,10.7,6,2.89,1,no
ND,56,510,384-5335,no,no,0,164.3,92,27.93,104,11.8,1,3.19,2,no
OK,134,415,378-2397,no,no,0,164.9,115,28.03,125,10,9,2.7,2,no
ME,57,415,377-3139,no,no,0,221.1,101,37.59,137,9.5,1,2.57,0,no
NH,88,415,376-4856,no,no,0,202.2,86,34.37,99,11.8,2,3.19,2,no
MT,54,415,387-5453,no,no,0,272.6,83,46.34,111,9.5,2,2.57,1,yes
VT,73,408,417-2035,no,no,0,213,95,36.21,89,13.5,3,3.65,0,no
MO,45,408,385-8406,no,no,0,207.6,71,35.29,125,12.4,13,3.35,1,no
WA,96,415,406-2866,no,no,0,276.9,105,47.07,107,10.3,3,2.78,1,yes
AL,89,510,347-2016,no,no,0,129.2,71,21.96,100,10.3,4,2.78,5,yes
DC,157,510,392-6647,no,yes,29,219.2,102,37.26,117,15,5,4.05,1,no
CO,57,415,342-4004,no,no,0,85.9,92,14.6,93,10.1,2,2.73,0,no
WI,184,408,401-5915,no,yes,12,200.3,76,34.05,93,10.2,5,2.75,0,no
AZ,43,415,362-3660,no,no,0,179.3,97,30.48,114,8,5,2.16,0,no
MN,150,415,393-6376,no,yes,28,174.4,75,29.65,130,11,4,2.97,1,no
AK,36,408,341-9764,no,yes,30,146.3,128,24.87,109,14.5,6,3.92,0,no
IL,151,408,334-2730,no,no,0,134.5,88,22.87,61,15.4,1,4.16,1,no
NY,9,408,353-1941,no,yes,31,193.8,130,32.95,102,13.3,2,3.59,1,no
AR,76,408,345-3614,no,no,0,107.3,140,18.24,116,10,3,2.7,4,yes
WV,58,408,391-6558,no,yes,39,211.9,40,36.02,139,5.4,4,1.46,1,no
NY,160,408,352-6084,no,no,0,216.8,77,36.86,117,5.6,2,1.51,1,no
IN,51,510,348-1359,no,no,0,214.8,94,36.52,66,10.2,5,2.75,0,no
NY,104,415,338-3781,no,no,0,156.2,93,26.55,94,13.1,5,3.54,1,no
RI,138,510,411-6823,yes,no,0,286.2,61,48.65,114,11,4,2.97,2,yes
MD,90,415,353-3203,no,no,0,114.4,122,19.45,109,10.1,5,2.73,2,no
OH,146,415,358-3604,no,no,0,169.5,93,28.82,115,9,7,2.43,2,no
LA,121,408,390-8760,no,no,0,181.5,121,30.86,103,8.5,5,2.3,1,no
NJ,46,408,332-5949,no,no,0,257.4,67,43.76,107,13.4,5,3.62,2,yes
AR,54,415,396-2867,no,yes,39,206.9,143,35.17,120,9.2,1,2.48,3,no
MD,165,415,398-4814,no,yes,39,167.4,113,28.46,113,9.5,4,2.57,3,no
CO,125,415,378-9029,no,no,0,131.8,97,22.41,119,7.7,6,2.08,2,no
MO,76,510,418-7055,no,no,0,129.7,84,22.05,87,7.5,3,2.03,5,yes
UT,144,415,416-9615,no,no,0,139.6,96,23.73,75,15,4,4.05,2,no
WA,90,415,374-9576,yes,no,0,148.2,96,25.19,97,9.2,1,2.48,4,yes
WV,121,510,401-2468,no,no,0,177.2,142,30.12,51,8.4,6,2.27,1,no
NH,155,408,353-6300,no,no,0,216.7,30,36.84,106,10.8,1,2.92,2,no
CO,103,415,420-7066,no,yes,37,153.5,78,26.1,110,10.6,3,2.86,1,no
SC,138,510,370-9533,no,yes,21,19.5,149,3.32,111,7.9,1,2.13,0,no
MS,65,415,343-2095,no,no,0,136.1,112,23.14,104,4.4,2,1.19,1,no
ME,52,510,380-9674,no,no,0,129.3,80,21.98,89,12.3,4,3.32,3,no
NY,116,510,346-4984,no,no,0,89.5,128,15.22,94,14,3,3.78,2,no
MD,83,408,404-5057,no,yes,38,107.9,90,18.34,79,10.5,2,2.84,0,no
ME,102,510,390-9627,no,no,0,195.7,116,33.27,73,8.3,3,2.24,1,yes
ID,166,415,385-1830,no,no,0,220.7,106,37.52,102,12.4,9,3.35,1,no
DE,64,415,402-3599,no,yes,27,201.3,101,34.22,127,12.3,3,3.32,1,no
NC,75,408,406-5003,no,no,0,203.3,70,34.56,118,14.3,3,3.86,1,no
TN,123,415,337-8950,no,no,0,166.9,98,28.37,114,12.8,4,3.46,3,no
NY,78,510,362-2353,no,no,0,152.9,81,25.99,112,5.3,6,1.43,2,no
OK,89,510,352-6976,no,no,0,303.9,95,51.66,89,5.3,3,1.43,1,yes
CA,151,415,357-1909,yes,no,0,218,57,37.06,95,12.4,1,3.35,0,yes
MT,72,415,398-8385,no,no,0,253,73,43.01,89,9.8,4,2.65,0,no
MD,83,510,340-9013,no,no,0,78.1,70,13.28,112,12.3,4,3.32,1,no
WI,101,415,352-7234,no,no,0,248.6,102,42.26,86,6.1,3,1.65,3,no
NV,92,415,404-3105,no,yes,44,152,95,25.84,121,10,1,2.7,2,no
DE,62,408,377-9932,no,no,0,182.3,101,30.99,131,11.2,1,3.02,2,no
MO,84,415,406-8665,no,yes,35,207.5,138,35.28,107,7.5,16,2.03,4,no
OK,123,415,393-3635,no,yes,27,198.7,127,33.78,124,12.5,5,3.38,1,no
IA,81,510,377-1273,no,no,0,261.4,141,44.44,96,8,6,2.16,1,yes
HI,24,415,329-8788,no,no,0,235.6,132,40.05,136,16.2,2,4.37,0,no
AL,182,415,418-3096,no,yes,24,128.1,104,21.78,98,11.6,3,3.13,1,no
AZ,48,415,409-3428,no,yes,27,141.1,109,23.99,122,13.2,2,3.56,1,no
WY,127,510,356-4706,yes,no,0,247.5,99,42.08,72,10.6,3,2.86,2,no
DE,136,415,353-1954,no,no,0,101.7,105,17.29,119,9.4,6,2.54,3,no
MN,94,415,412-4399,no,no,0,181.5,98,30.86,114,6.6,5,1.78,1,no
WV,67,510,373-8895,no,no,0,152.5,131,25.93,104,4.9,3,1.32,2,no
AR,129,415,379-7192,no,no,0,157,113,26.69,126,12.1,2,3.27,2,no
CA,95,415,341-3270,no,no,0,183.4,98,31.18,113,8.2,8,2.21,1,no
MI,134,415,369-9772,no,yes,41,162,82,27.54,112,11.9,5,3.21,0,no
AL,76,415,367-8156,no,no,0,179.2,85,30.46,113,12.4,2,3.35,0,no
CT,74,510,380-3186,no,no,0,203.8,77,34.65,109,9,2,2.43,1,no
KS,170,415,404-5840,no,yes,42,199.5,119,33.92,49,10.9,3,2.94,4,yes
VT,64,408,349-2157,no,no,0,145.5,116,24.74,91,8.9,8,2.4,1,no
NH,75,510,370-3359,no,no,0,226.1,105,38.44,98,10.3,5,2.78,1,no
IL,78,415,343-7019,yes,no,0,236.8,141,40.26,77,9.5,2,2.57,1,yes
CT,23,510,370-5527,no,no,0,321.6,107,54.67,158,11.3,3,3.05,2,yes
MN,55,415,397-6109,no,no,0,175.6,147,29.85,55,9.3,4,2.51,0,no
LA,112,510,410-2518,no,no,0,174.5,127,29.67,120,11.3,7,3.05,1,no
NJ,93,510,384-5632,yes,yes,38,225.7,117,38.37,125,14,7,3.78,1,yes
FL,143,415,343-6314,no,no,0,119.1,117,20.25,100,12.2,4,3.29,0,no
NY,87,415,399-5426,no,no,0,204.8,101,34.82,89,9.5,3,2.57,0,no
IN,114,408,362-8886,no,no,0,203.8,85,34.65,122,11.7,4,3.16,1,no
MD,106,415,409-2412,no,no,0,208.3,89,35.41,90,15.9,4,4.29,3,no
WA,71,408,355-1735,no,no,0,141.2,132,24,72,7,2,1.89,2,no
OR,27,510,355-2840,no,no,0,232.1,81,39.46,87,15,6,4.05,5,no
NV,148,510,333-9643,no,no,0,216.2,95,36.75,143,10,5,2.7,2,no
UT,108,415,355-9356,no,no,0,210.6,117,35.8,68,9.4,5,2.54,0,no
VA,117,408,363-4779,no,no,0,97.1,98,16.51,111,10.6,3,2.86,1,no
MO,119,408,390-1612,no,yes,32,142.6,77,24.24,102,12,2,3.24,3,no
NV,177,415,416-7679,no,yes,27,230.2,106,39.13,108,10.4,2,2.81,1,no
CT,77,415,342-5701,no,no,0,221.8,84,37.71,72,13.2,4,3.56,1,no
WV,86,415,332-2258,no,yes,38,123,158,20.91,103,13.3,4,3.59,1,no
MT,143,415,387-6440,no,no,0,172.3,97,29.29,119,13,4,3.51,2,no
NJ,147,415,379-7009,no,yes,36,254.2,78,43.21,125,13.8,7,3.73,5,no
NC,112,415,334-1872,no,no,0,193.3,96,32.86,115,9.1,3,2.46,4,no
ND,190,415,391-5442,no,no,0,169.4,102,28.8,93,8.9,5,2.4,1,no
MA,121,510,355-9993,no,yes,24,218.2,88,37.09,118,7.5,7,2.03,3,no
MN,24,510,396-4460,no,yes,25,164.9,110,28.03,55,6.7,9,1.81,1,no
MO,15,415,417-9814,no,no,0,135.2,101,22.98,83,8.4,5,2.27,2,no
WY,95,415,340-4236,no,yes,39,260.8,130,44.34,97,10.1,5,2.73,1,no
AZ,97,408,386-3596,no,no,0,169.7,84,28.85,83,12.8,6,3.46,3,no
NV,116,510,341-7279,no,yes,35,118,103,20.06,102,11.8,2,3.19,2,no
MT,94,415,407-8376,no,no,0,137.5,118,23.38,131,13.4,2,3.62,0,no
TX,52,415,364-9904,no,no,0,155,110,26.35,84,7,4,1.89,4,yes
MD,160,415,348-3338,no,no,0,256,111,43.52,81,11.5,4,3.11,3,no
WV,143,510,350-1354,no,no,0,202.8,109,34.48,71,4.6,4,1.24,1,no
GA,131,408,380-9879,no,no,0,197,79,33.49,111,11.6,5,3.13,1,no
NM,107,415,407-2259,no,no,0,222.3,101,37.79,117,12.1,4,3.27,1,yes
AR,109,510,377-9092,no,no,0,170.7,101,29.02,112,11.4,4,3.08,2,no
WV,94,510,355-5009,yes,yes,23,197.1,125,33.51,103,9.5,5,2.57,4,no
AZ,62,408,370-8262,no,yes,42,137.3,95,23.34,70,10.2,3,2.75,0,no
OH,162,415,328-8747,no,no,0,135.2,98,22.98,96,10.2,2,2.75,2,no
WA,174,408,352-6068,no,yes,33,167.8,91,28.53,132,14.5,4,3.92,4,yes
CA,185,408,358-4036,no,no,0,139.6,92,23.73,79,10.8,4,2.92,1,no
AK,97,415,380-2600,no,yes,24,176.1,109,29.94,94,12.1,9,3.27,0,no
MT,100,415,341-4873,no,no,0,113.3,96,19.26,93,11.7,2,3.16,4,yes
WI,64,510,352-1237,no,no,0,154,67,26.18,86,3.5,3,0.95,1,no
MO,136,415,358-1329,no,no,0,92.4,109,15.71,80,12.9,4,3.48,2,no
ID,79,510,341-1647,no,yes,21,264.3,79,44.93,92,6.3,3,1.7,4,no
AL,172,408,359-5731,no,no,0,270,102,45.9,104,12,5,3.24,2,yes
VA,141,415,417-4885,no,no,0,217.1,110,36.91,103,12,6,3.24,0,no
WY,111,415,386-7118,no,no,0,222.2,96,37.77,120,11.9,7,3.21,4,no
LA,158,408,359-6995,no,no,0,202,126,34.34,84,10.4,6,2.81,1,no
WI,66,415,356-3333,yes,no,0,208.7,84,35.48,107,8.3,3,2.24,3,no
VT,93,408,408-5183,no,yes,32,138.1,91,23.48,115,6.8,3,1.84,2,no
IL,123,408,337-3932,no,no,0,114.8,94,19.52,119,9.6,4,2.59,2,no
CA,75,408,355-2909,no,no,0,166.3,125,28.27,80,6.1,5,1.65,1,no
GA,64,408,356-1952,no,no,0,124.1,117,21.1,84,6.4,5,1.73,3,no
MA,56,510,401-3622,no,no,0,253.2,95,43.04,133,4.4,4,1.19,1,no
MO,112,415,373-2053,no,no,0,335.5,77,57.04,132,12.7,8,3.43,2,yes
GA,76,408,361-4910,no,no,0,203.6,61,34.61,97,8.4,3,2.27,0,no
WA,110,510,335-4414,no,no,0,185.1,100,31.47,104,6.3,4,1.7,3,no
VA,115,415,367-3971,no,no,0,132,90,22.44,114,0,0,0,3,no
TN,110,415,391-5516,no,no,0,227.7,88,38.71,57,11.7,5,3.16,1,no
LA,151,408,401-3926,no,no,0,178.7,116,30.38,101,9.8,4,2.65,0,no
RI,176,415,401-7654,no,no,0,250.9,108,42.65,85,9.6,6,2.59,2,no
FL,132,510,334-9505,no,yes,36,226.2,103,38.45,102,10.5,5,2.84,3,yes
MS,111,408,345-3787,no,no,0,294.7,90,50.1,121,10.8,3,2.92,1,yes
SD,97,415,385-1214,no,no,0,168.6,87,28.66,123,7.3,4,1.97,1,no
MA,80,510,329-2918,no,no,0,149.8,123,25.47,75,10.9,7,2.94,2,no
PA,124,415,396-6775,no,no,0,167.4,119,28.46,115,10.3,5,2.78,0,no
CA,112,415,338-6962,no,no,0,111.9,92,19.02,79,14.1,3,3.81,5,yes
MI,52,415,383-6356,no,no,0,204.4,97,34.75,118,11,5,2.97,1,no
KS,57,415,363-8424,no,yes,37,201.2,76,34.2,110,11.8,1,3.19,1,no
AR,88,408,348-7448,no,no,0,152.9,119,25.99,106,12,5,3.24,2,no
HI,132,408,361-8113,yes,yes,33,200.3,75,34.05,91,12.9,3,3.48,2,no
LA,89,415,382-4024,no,no,0,141.1,92,23.99,73,10.8,2,2.92,2,no
FL,120,415,336-3738,no,no,0,184.5,103,31.37,70,10.2,6,2.75,2,no
TX,136,408,335-4888,no,no,0,269.8,106,45.87,106,10.1,8,2.73,1,yes
MN,99,408,388-4459,no,no,0,128.8,86,21.9,131,14.1,4,3.81,2,no
MI,61,415,342-8348,no,no,0,188.9,105,32.11,106,10.2,2,2.75,2,no
MD,141,415,364-5362,no,no,0,185.1,126,31.47,106,9.1,7,2.46,0,no
DC,82,415,374-5353,no,no,0,300.3,109,51.05,73,11.7,4,3.16,0,yes
NH,123,408,366-7560,no,no,0,224,99,38.08,75,2.1,5,0.57,0,no
KY,71,415,414-5422,no,no,0,104,92,17.68,123,14.6,8,3.94,0,no
MI,112,510,420-1383,no,no,0,243.4,77,41.38,94,12.8,2,3.46,1,no
WA,136,415,359-2915,no,yes,16,90.4,105,15.37,115,13.1,4,3.54,0,no
MT,137,408,330-5824,yes,no,0,258,112,43.86,100,10.9,3,2.94,0,yes
MD,133,510,373-7974,no,no,0,295,141,50.15,109,12.9,4,3.48,2,yes
CO,104,415,377-2235,no,no,0,182.9,113,31.09,104,5.5,4,1.49,2,no
UT,126,408,338-9472,no,no,0,211.6,70,35.97,60,7.8,1,2.11,1,no
OK,91,408,332-8103,no,yes,31,273,78,46.41,114,9.6,2,2.59,1,no
SD,27,408,378-4557,no,no,0,236.7,110,40.24,85,12.7,6,3.43,1,no
WA,83,408,338-4472,no,no,0,134.8,96,22.92,123,7.7,5,2.08,2,no
IN,122,408,397-4976,no,no,0,170.5,94,28.99,75,11.3,2,3.05,1,no
WI,165,510,402-7746,no,no,0,154.2,91,26.21,99,10.9,4,2.94,6,no
FL,129,415,355-4992,yes,no,0,267.4,78,45.46,146,5.9,4,1.59,1,no
SC,116,408,373-6922,no,no,0,288,120,48.96,99,13.4,4,3.62,0,yes
KY,119,510,411-7649,no,no,0,222.8,122,37.88,112,11.2,6,3.02,1,no
OK,149,510,365-9079,yes,no,0,180.9,79,30.75,109,8.8,9,2.38,3,no
HI,119,408,418-8170,no,yes,24,217.2,94,36.92,85,11.3,4,3.05,0,no
LA,123,415,382-7659,no,yes,33,146.6,87,24.92,99,2.9,7,0.78,0,no
NC,74,415,329-5377,no,no,0,102.7,89,17.46,114,11,5,2.97,0,no
TX,37,510,346-2020,yes,no,0,172.9,119,29.39,100,9.8,1,2.65,0,yes
MS,123,415,388-8948,yes,no,0,125.5,106,21.34,129,6.3,6,1.7,4,yes
PA,137,415,365-1664,no,no,0,215.9,76,36.7,129,12.1,4,3.27,1,no
MI,128,415,422-3052,no,no,0,179.4,94,30.5,88,7.9,4,2.13,0,no
DC,74,415,371-1514,no,no,0,85.7,83,14.57,85,10.1,5,2.73,2,no
MI,91,408,345-2448,no,no,0,134.7,116,22.9,121,6.6,5,1.78,2,no
OR,140,415,333-5101,no,no,0,120.3,108,20.45,74,7.7,3,2.08,4,yes
ND,110,415,338-4307,no,no,0,135.1,109,22.97,119,11.7,4,3.16,1,no
MA,105,415,354-4448,no,yes,21,147,112,24.99,93,8.7,3,2.35,2,no
TX,79,415,330-8142,no,no,0,144,90,24.48,129,13,4,3.51,1,no
MA,145,415,381-7003,no,no,0,175.8,89,29.89,69,12.4,4,3.35,1,no
MS,130,510,402-5509,no,yes,26,257.2,108,43.72,118,12.6,4,3.4,1,no
WA,111,510,407-9841,no,no,0,152.2,114,25.87,97,9.8,3,2.65,0,no
WY,99,408,389-8606,no,yes,28,200.7,88,34.12,102,9.1,5,2.46,1,no
NV,96,408,375-6911,no,no,0,197.7,68,33.61,67,10.5,3,2.84,3,no
CA,87,415,383-4802,no,yes,19,165.8,122,28.19,78,0,0,0,1,no
FL,106,408,384-6654,no,no,0,178.4,143,30.33,105,9.6,2,2.59,0,no
MO,167,415,397-8772,yes,no,0,244.8,91,41.62,110,10.7,3,2.89,2,no
NH,148,408,333-7449,no,no,0,17.6,121,2.99,82,10.6,6,2.86,1,no
SD,148,408,388-4571,no,no,0,185.2,87,31.48,104,9.5,13,2.57,1,no
ID,86,415,355-1019,no,no,0,194.2,98,33.01,123,9.3,7,2.51,3,no
DC,101,415,361-8367,no,no,0,257.3,84,43.74,109,13.5,7,3.65,0,no
NJ,107,408,338-9612,no,yes,36,96.3,83,16.37,121,10.3,2,2.78,1,no
HI,134,408,370-9000,no,no,0,242.4,126,41.21,115,11.8,6,3.19,1,no
KY,172,415,343-5347,no,no,0,172.5,85,29.33,113,5.9,6,1.59,0,no
MT,163,510,398-9408,no,yes,23,160,104,27.2,118,10.4,7,2.81,1,no
DE,53,415,416-9723,no,yes,32,131.2,63,22.3,105,12.8,2,3.46,2,no
MN,122,415,389-2477,no,no,0,234.1,101,39.8,89,13.1,9,3.54,2,no
ND,60,510,353-9339,no,no,0,203.2,99,34.54,112,15.1,6,4.08,2,no
UT,36,415,401-5485,no,yes,16,149.4,111,25.4,87,6.7,2,1.81,0,no
ME,105,415,403-4442,no,no,0,156.5,102,26.61,111,12.2,2,3.29,2,no
IN,77,408,328-7252,no,no,0,185.9,95,31.6,81,11.3,4,3.05,3,no
IN,88,415,408-4870,yes,yes,25,288.5,114,49.05,117,13,5,3.51,1,no
VT,152,510,333-9664,no,yes,20,214.6,108,36.48,145,7.9,5,2.13,1,no
OK,100,415,352-4221,no,no,0,203.1,96,34.53,122,13.5,2,3.65,3,no
ID,46,415,384-1833,no,no,0,124.8,133,21.22,72,8.6,4,2.32,2,no
HI,132,415,405-3335,no,yes,15,154.6,128,26.28,90,9.1,4,2.46,1,no
NH,142,408,383-2901,yes,yes,25,191.1,109,32.49,60,9.8,3,2.65,0,no
OK,117,415,394-2553,no,yes,31,104.9,115,17.83,104,7.7,6,2.08,3,no
TX,19,510,409-3520,no,yes,34,156.6,97,26.62,135,11.3,1,3.05,1,no
PA,88,510,396-1648,no,no,0,218.2,76,37.09,99,8,1,2.16,1,no
MT,102,408,399-2457,no,no,0,273.2,85,46.44,129,13.1,7,3.54,2,yes
MN,65,510,354-8491,no,yes,29,158.1,104,26.88,96,8.9,6,2.4,1,no
WA,121,510,378-1884,no,no,0,255.1,93,43.37,118,8.8,3,2.38,3,yes
VT,99,415,380-8727,no,no,0,115.5,75,19.64,98,11.5,7,3.11,7,yes
ID,77,415,362-9748,no,no,0,251.8,72,42.81,109,9.8,7,2.65,2,yes
DC,93,408,345-1994,no,yes,22,306.2,123,52.05,107,11.7,2,3.16,0,no
RI,95,510,339-4317,no,yes,27,129.5,106,22.02,115,11.9,3,3.21,1,no
UT,48,510,340-3075,no,yes,43,172,111,29.24,96,8,5,2.16,1,no
UT,201,510,373-8900,no,no,0,212.7,72,36.16,99,7,6,1.89,1,no
PA,77,510,346-6941,no,yes,24,149.4,74,25.4,84,10.1,6,2.73,1,no
MD,119,408,401-9665,no,no,0,239.1,88,40.65,92,10.9,3,2.94,3,yes
MO,92,415,405-3916,no,no,0,154,122,26.18,117,5.6,2,1.51,3,yes
VA,139,510,328-6289,no,yes,23,157.6,129,26.79,112,13.7,2,3.7,0,no
SC,64,510,333-8822,no,yes,40,210,116,35.7,94,5.9,4,1.59,8,no
IN,100,415,364-2166,no,yes,33,218.7,104,37.18,117,12.1,4,3.27,1,no
AL,106,415,349-3732,no,no,0,212.9,110,36.19,71,6.3,3,1.7,3,no
NJ,123,408,336-1749,no,no,0,159.5,77,27.12,120,12,4,3.24,0,no
DE,171,510,363-8244,no,yes,17,186.9,94,31.77,64,5.8,3,1.57,1,no
ND,146,408,393-9918,no,yes,19,176.6,88,30.02,98,14.6,6,3.94,1,no
MN,155,408,374-9531,yes,no,0,250.8,146,42.64,104,10,5,2.7,2,no
ND,180,415,369-1929,no,no,0,224.9,105,38.23,73,6.7,5,1.81,3,yes
DC,147,408,354-8914,no,no,0,168.6,92,28.66,95,14.4,8,3.89,2,no
AK,104,408,366-4467,no,no,0,278.4,106,47.33,137,9.8,5,2.65,1,no
UT,78,415,390-9698,no,no,0,193.1,85,32.83,119,10.2,1,2.75,0,no
ND,51,510,337-3740,no,no,0,227.2,89,38.62,126,14.9,2,4.02,0,no
ME,66,408,378-4145,no,yes,26,254.9,108,43.33,95,5.4,3,1.46,2,no
MA,132,415,405-6298,no,no,0,117.6,66,19.99,94,8.8,5,2.38,1,no
NV,86,510,353-7730,no,no,0,141.3,72,24.02,91,8.2,5,2.21,1,no
DC,115,510,406-6669,no,yes,29,222.6,81,37.84,87,11.5,2,3.11,1,no
LA,13,415,388-9653,no,no,0,58.4,121,9.93,115,11.9,5,3.21,1,no
IN,140,415,413-3990,no,no,0,160.5,114,27.29,121,11.3,4,3.05,1,no
KY,72,415,418-8770,no,no,0,198.4,147,33.73,125,13.1,4,3.54,0,no
CO,55,408,419-2637,no,yes,25,165.6,123,28.15,90,11,2,2.97,3,no
IA,73,415,409-4462,no,no,0,137.1,102,23.31,120,11.1,4,3,1,no
CA,33,408,369-2743,no,no,0,159.5,115,27.12,86,7.1,7,1.92,1,no
MN,52,415,376-4271,no,yes,32,130.1,68,22.12,87,13.5,5,3.65,2,no
UT,74,415,377-7399,no,no,0,106.4,84,18.09,81,11.4,3,3.08,1,no
AK,55,408,365-6756,no,yes,39,139.3,101,23.68,104,8.1,1,2.19,3,no
VA,90,408,343-5679,no,no,0,222,93,37.74,124,12.4,6,3.35,2,no
ND,35,415,361-4137,no,no,0,260.8,87,44.34,123,5.8,2,1.57,1,no
AK,146,510,383-6544,yes,no,0,133,65,22.61,128,11.2,3,3.02,1,no
NC,127,415,418-5141,no,yes,25,82.2,95,13.97,104,5.1,6,1.38,0,no
NC,210,415,363-7802,no,yes,31,313.8,87,53.35,97,10.1,7,2.73,3,no
OK,194,408,328-9869,no,no,0,162.3,88,27.59,81,10.9,2,2.94,0,no
LA,128,415,333-9266,no,no,0,148.5,105,25.25,114,6.8,2,1.84,1,no
NM,178,415,398-1332,no,yes,35,175.4,88,29.82,94,10.5,3,2.84,2,no
KS,124,415,371-6990,no,no,0,158.6,104,26.96,104,10.2,8,2.75,3,no
MT,85,408,372-4868,no,yes,17,89.8,88,15.27,116,9.3,7,2.51,4,yes
MI,74,415,386-4215,no,no,0,124.8,114,21.22,85,10.6,7,2.86,3,no
MD,70,408,333-1967,no,no,0,170.2,98,28.93,76,15,2,4.05,1,no
IA,79,415,344-6935,no,yes,17,167.9,114,28.54,114,9.1,2,2.46,1,no
VT,93,408,417-6044,no,no,0,149.6,120,25.43,107,14.3,9,3.86,0,no
OK,105,510,405-4109,yes,yes,28,156.1,89,26.54,95,14.7,3,3.97,0,yes
ME,148,408,347-9995,no,yes,33,241.7,84,41.09,80,11.3,3,3.05,1,no
PA,101,415,368-2074,yes,no,0,193.7,108,32.93,100,11.6,8,3.13,0,no
AK,71,510,332-2275,no,no,0,185,84,31.45,82,14.9,4,4.02,3,no
CT,89,415,414-9119,no,no,0,82.3,77,13.99,70,7.2,4,1.94,1,no
OR,80,415,375-4900,no,no,0,113.2,86,19.24,145,9.5,5,2.57,1,no
UT,133,408,398-8745,no,yes,44,174,80,29.58,87,14.1,7,3.81,2,yes
MT,63,415,356-7817,no,yes,33,184.2,111,31.31,55,12.2,4,3.29,1,no
MS,38,415,386-2970,no,no,0,117.3,114,19.94,98,14.4,2,3.89,2,no
NE,139,415,375-9930,no,no,0,211.1,103,35.89,70,5.6,4,1.51,0,no
MD,189,415,411-1325,no,yes,30,155.2,116,26.38,108,15.4,6,4.16,1,no
DC,93,408,406-5023,no,no,0,164.5,95,27.97,91,9.9,3,2.67,4,no
UT,81,415,407-5774,no,yes,24,130.1,117,22.12,123,11.4,5,3.08,0,no
NE,91,510,334-1508,no,yes,37,162.3,107,27.59,94,9.2,4,2.48,0,no
CO,63,415,408-6725,no,no,0,211.8,84,36.01,99,10.7,9,2.89,3,no
SC,212,415,336-8343,no,no,0,226,127,38.42,132,12.6,4,3.4,2,yes
NH,115,510,399-8859,no,no,0,109.7,148,18.65,96,15.4,8,4.16,3,no
NE,76,415,334-6519,no,no,0,272.7,97,46.36,105,7.7,2,2.08,0,yes
WV,144,510,393-6053,no,yes,38,105,86,17.85,122,3.7,4,1,0,no
IL,84,510,378-1303,no,no,0,181.5,129,30.86,118,8.5,4,2.3,1,no
ND,148,415,396-4234,yes,no,0,218.7,111,37.18,62,8.2,5,2.21,1,no
UT,110,415,375-3826,no,no,0,271.1,108,46.09,122,9.8,5,2.65,2,yes
NE,112,415,388-4282,no,no,0,167.6,100,28.49,107,17.3,3,4.67,2,no
DC,217,415,421-9846,no,no,0,123.7,138,21.03,78,13.3,4,3.59,0,no
IN,130,408,360-9005,no,yes,30,185,117,31.45,103,7.4,7,2,0,no
TN,115,415,374-6525,no,no,0,206.2,113,35.05,119,11,7,2.97,1,no
WV,75,415,405-9864,no,no,0,111.7,121,18.99,110,13.1,6,3.54,1,no
MN,117,408,373-3731,no,no,0,161.6,104,27.47,111,13.8,2,3.73,1,no
OR,49,510,376-4519,no,no,0,119.4,69,20.3,153,12.4,7,3.35,2,no
MS,103,510,390-6388,no,yes,29,164.1,111,27.9,108,12.3,9,3.32,0,no
ID,135,510,380-6437,no,no,0,154.4,130,26.25,59,11.8,3,3.19,0,no
FL,90,415,353-5257,no,yes,24,71.2,82,12.1,111,12.9,1,3.48,1,no
AK,58,510,364-1134,no,no,0,131.9,96,22.42,106,14.7,5,3.97,3,no
WV,139,415,403-9766,no,no,0,271.6,130,46.17,108,11.6,9,3.13,2,no
DE,89,510,376-1677,yes,no,0,125.6,108,21.35,108,5.4,5,1.46,1,no
RI,127,510,331-8462,no,no,0,96,117,16.32,127,9.7,4,2.62,3,no
KS,105,415,405-1108,yes,no,0,273.9,119,46.56,90,10.9,7,2.94,1,yes
WV,50,408,348-7193,no,no,0,131.1,129,22.29,88,5.6,9,1.51,5,yes
RI,190,415,361-1315,no,yes,26,116.7,71,19.84,103,9.9,3,2.67,1,no
